scenario,lambda_parameter,p1_physical_copies,p2_physical_copies,p3_physical_copies,total_message_copies,noise_parameter,noise_model,trials,seed_base,execution_model,physical_comparisons_per_reached_stage,s5_sample_without_replacement,s7_sample_without_replacement,analytical_final_acceptance,monte_carlo_final_acceptance,monte_carlo_s5_batch_acceptance,monte_carlo_s7_batch_acceptance,s7_reached_rate,analytical_s5_batch_acceptance,analytical_s7_batch_acceptance,false_reject_rate,undetected_attack_rate,mean_s5_fidelity,mean_s5_effective_fidelity,mean_s7_fidelity,mean_s7_effective_fidelity
alice_scenario_1,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.990025,0.989,0.99625,0.989,0.99625,0.995,0.995,,0.989,1.0,0.99,1.0,0.99
alice_scenario_1,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.980149500625,0.979,0.988,0.979,0.988,0.990025,0.990025,,0.979,1.0,0.99,1.0,0.99
alice_scenario_1,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.9606930435754368,0.9645,0.98275,0.9645,0.98275,0.980149500625,0.980149500625,,0.9645,1.0,0.99,1.0,0.99
alice_scenario_1,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.9229311239742362,0.9285,0.96525,0.9285,0.96525,0.9606930435754368,0.9606930435754368,,0.9285,1.0,0.99,1.0,0.99
alice_scenario_1,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.97515625,0.9705,0.9885,0.9705,0.9885,0.9875,0.9875,,0.9705,1.0,0.9749999999999998,1.0,0.975
alice_scenario_1,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.9509297119140626,0.95075,0.97325,0.95075,0.97325,0.97515625,0.97515625,,0.95075,1.0,0.9749999999999998,1.0,0.975
alice_scenario_1,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.9042673170009624,0.903,0.94725,0.903,0.94725,0.9509297119140628,0.9509297119140628,,0.903,1.0,0.9749999999999998,1.0,0.9749999999999998
alice_scenario_1,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.8176993805961187,0.816,0.90325,0.816,0.90325,0.9042673170009622,0.9042673170009622,,0.816,1.0,0.9749999999999998,1.0,0.9749999999999998
tamper_p2,1,3,1,1,5,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.5,0.49175,1.0,0.49175,1.0,1.0,0.5,,0.49175,1.0,1.0,1.8202353171583768e-33,1.8202353171583768e-33
tamper_p2,2,5,2,2,9,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.25,0.253,1.0,0.253,1.0,1.0,0.25,,0.253,1.0,1.0,1.8202353171583768e-33,1.8202353171583768e-33
tamper_p2,4,9,4,4,17,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0625,0.06075,1.0,0.06075,1.0,1.0,0.0625,,0.06075,1.0,1.0,1.8202353171583768e-33,1.8202353171583768e-33
tamper_p2,8,17,8,8,33,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.00390625,0.005,1.0,0.005,1.0,1.0,0.00390625,,0.005,1.0,1.0,1.8202353171583768e-33,1.8202353171583768e-33
tamper_p2,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.502475,0.513,0.996,0.513,0.996,0.995,0.505,,0.513,1.0,0.99,1.8202353171583768e-33,0.01
tamper_p2,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.252481125625,0.25175,0.99,0.25175,0.99,0.990025,0.255025,,0.25175,1.0,0.99,1.8202353171583768e-33,0.0099999999999999
tamper_p2,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.063746718796867,0.07025,0.98025,0.07025,0.98025,0.980149500625,0.065037750625,,0.07025,1.0,0.99,1.8202353171583768e-33,0.0099999999999999
tamper_p2,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0040636441573668,0.003,0.95925,0.003,0.95925,0.9606930435754368,0.0042299090063596,,0.003,1.0,0.99,1.8202353171583768e-33,0.0099999999999999
tamper_p2,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.50609375,0.49825,0.988,0.49825,0.988,0.9875,0.5125,,0.49825,1.0,0.9749999999999998,1.8202353171583768e-33,0.025
tamper_p2,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.2561308837890625,0.2565,0.97425,0.2565,0.97425,0.97515625,0.26265625,,0.2565,1.0,0.9749999999999998,1.8202353171583768e-33,0.025
tamper_p2,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0656030296305662,0.0675,0.94125,0.0675,0.94125,0.9509297119140628,0.0689883056640624,,0.0675,1.0,0.9749999999999998,1.8202353171583768e-33,0.025
tamper_p2,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0043037574967089,0.00475,0.9055,0.00475,0.9055,0.9042673170009622,0.0047593863183981,,0.00475,1.0,0.9749999999999998,1.8202353171583768e-33,0.025
tamper_p3,1,3,1,1,5,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.5555555555555556,0.55625,0.55625,0.55625,0.55625,0.5555555555555556,1.0,,0.55625,0.1111111111111111,0.1111111111111111,1.0,1.0
tamper_p3,2,5,2,2,9,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.308641975308642,0.3065,0.3065,0.3065,0.3065,0.308641975308642,1.0,,0.3065,0.1111111111111111,0.1111111111111111,1.0,1.0
tamper_p3,4,9,4,4,17,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0952598689224203,0.09325,0.09325,0.09325,0.09325,0.0952598689224203,1.0,,0.09325,0.1111111111111111,0.1111111111111111,1.0,1.0
tamper_p3,8,17,8,8,33,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0090744426271167,0.009,0.009,0.009,0.009,0.0090744426271167,1.0,,0.009,0.1111111111111111,0.1111111111111111,1.0,1.0
tamper_p3,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.5566472222222222,0.56075,0.56375,0.56075,0.56375,0.5594444444444444,0.995,,0.56075,0.1111111111111111,0.1188888888888889,1.0,0.99
tamper_p3,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.309856130007716,0.3155,0.31975,0.3155,0.31975,0.312978086419753,0.990025,,0.3155,0.1111111111111111,0.1188888888888889,1.0,0.99
tamper_p3,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0960108213033586,0.09175,0.09375,0.09175,0.09375,0.0979552825789704,0.980149500625,,0.09175,0.1111111111111111,0.1188888888888889,1.0,0.99
tamper_p3,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0092180778073454,0.0075,0.008,0.0075,0.008,0.0095952373851259,0.9606930435754368,,0.0075,0.1111111111111111,0.1188888888888889,1.0,0.99
tamper_p3,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.5582118055555556,0.54375,0.55275,0.54375,0.55275,0.5652777777777778,0.9875,,0.54375,0.1111111111111111,0.1305555555555555,1.0,0.9749999999999998
tamper_p3,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.3116004198615933,0.3065,0.31625,0.3065,0.31625,0.3195389660493827,0.97515625,,0.3065,0.1111111111111111,0.1305555555555555,1.0,0.9749999999999996
tamper_p3,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0970948216579212,0.085,0.089,0.085,0.089,0.1021051508239085,0.9509297119140628,,0.085,0.1111111111111111,0.1305555555555555,1.0,0.9749999999999998
tamper_p3,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0094274043927835,0.00875,0.00925,0.00875,0.00925,0.0104254618247731,0.9042673170009622,,0.00875,0.1111111111111111,0.1305555555555556,1.0,0.975
impersonation_attempt,1,3,1,1,5,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.7500000000000002,0.75175,0.75175,0.75175,0.75175,0.7500000000000002,1.0,,0.75175,0.4918333333333337,0.4918333333333337,1.0,1.0
impersonation_attempt,2,5,2,2,9,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.5625000000000003,0.55,0.55,0.55,0.55,0.5625000000000003,1.0,,0.55,0.4922500000000003,0.4922500000000003,1.0,1.0
impersonation_attempt,4,9,4,4,17,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.3164062500000004,0.3075,0.3075,0.3075,0.3075,0.3164062500000004,1.0,,0.3075,0.4956250000000003,0.4956250000000003,1.0,1.0
impersonation_attempt,8,17,8,8,33,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.1001129150390627,0.1,0.1,0.1,0.1,0.1001129150390627,1.0,,0.1,0.500854166666667,0.500854166666667,1.0,1.0
impersonation_attempt,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.7462500000000001,0.749,0.75375,0.749,0.75375,0.7500000000000001,0.995,,0.749,0.5021666666666671,0.5021233333333337,1.0,0.99
impersonation_attempt,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.5568890625000001,0.55675,0.562,0.55675,0.562,0.5625000000000001,0.990025,,0.55675,0.4952500000000003,0.4953450000000003,1.0,0.9900000000000002
impersonation_attempt,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.310125427932129,0.30125,0.30975,0.30125,0.30975,0.3164062500000001,0.980149500625,,0.30125,0.4975833333333337,0.497631666666667,1.0,0.99
impersonation_attempt,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0961777810500861,0.0985,0.1025,0.0985,0.1025,0.1001129150390626,0.9606930435754368,,0.0985,0.5010833333333337,0.501061666666667,1.0,0.99
impersonation_attempt,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.7406250000000001,0.75,0.75775,0.75,0.75775,0.7500000000000001,0.9875,,0.75,0.5085000000000004,0.5080750000000003,1.0,0.975
impersonation_attempt,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.5485253906250002,0.54425,0.5615,0.54425,0.5615,0.5625000000000001,0.97515625,,0.54425,0.5075833333333336,0.507204166666667,1.0,0.9749999999999998
impersonation_attempt,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.3008801041603091,0.30075,0.31725,0.30075,0.31725,0.3164062500000001,0.9509297119140628,,0.30075,0.497416666666667,0.4975458333333337,1.0,0.9749999999999998
impersonation_attempt,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0905288370795184,0.0875,0.09825,0.0875,0.09825,0.1001129150390626,0.9042673170009622,,0.0875,0.5017500000000004,0.5016625000000003,1.0,0.975
bob_tampering_s6_record,1,3,1,1,5,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0
bob_tampering_s6_record,2,5,2,2,9,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0
bob_tampering_s6_record,4,9,4,4,17,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0
bob_tampering_s6_record,8,17,8,8,33,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0
bob_tampering_s6_record,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,0.99625,0.0,0.99625,0.995,0.0,,0.0,1.0,0.99,1.0,0.99
bob_tampering_s6_record,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,0.99075,0.0,0.99075,0.990025,0.0,,0.0,1.0,0.99,1.0,0.9900000000000002
bob_tampering_s6_record,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,0.979,0.0,0.979,0.980149500625,0.0,,0.0,1.0,0.99,1.0,0.99
bob_tampering_s6_record,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,0.9605,0.0,0.9605,0.9606930435754368,0.0,,0.0,1.0,0.99,1.0,0.99
bob_tampering_s6_record,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,0.98725,0.0,0.98725,0.9875,0.0,,0.0,1.0,0.9749999999999998,1.0,0.975
bob_tampering_s6_record,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,0.97375,0.0,0.97375,0.97515625,0.0,,0.0,1.0,0.9749999999999998,1.0,0.9749999999999998
bob_tampering_s6_record,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,0.94575,0.0,0.94575,0.9509297119140628,0.0,,0.0,1.0,0.9749999999999998,1.0,0.9749999999999998
bob_tampering_s6_record,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,0.90075,0.0,0.90075,0.9042673170009622,0.0,,0.0,1.0,0.9749999999999998,1.0,0.9749999999999998
replay_record_mismatch,1,3,1,1,5,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,
replay_record_mismatch,2,5,2,2,9,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,
replay_record_mismatch,4,9,4,4,17,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,
replay_record_mismatch,8,17,8,8,33,0.0,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,
replay_record_mismatch,1,3,1,1,5,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.99,,
replay_record_mismatch,2,5,2,2,9,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.99,,
replay_record_mismatch,4,9,4,4,17,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.99,,
replay_record_mismatch,8,17,8,8,33,0.02,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.99,,
replay_record_mismatch,1,3,1,1,5,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.9749999999999998,,
replay_record_mismatch,2,5,2,2,9,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,2,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.9749999999999998,,
replay_record_mismatch,4,9,4,4,17,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.9749999999999998,,
replay_record_mismatch,8,17,8,8,33,0.05,F_eff=(1-noise)*F+noise/2 (phenomenological state-level replacement),4000,20260903,one physical-copy batch with random S5/S7 sampling without replacement,8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.9749999999999998,,
