attack,attack_scope,noise_parameter,lambda,trial,stage,records_ok,ideal_fidelity,effective_fidelity,accept_probability,sampled_accept,stage_accept,sampling_model
alice_consistent_record_manipulation,targeted,0.0,8,755,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,755,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,756,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,756,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,757,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,757,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,758,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,758,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,759,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,759,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,760,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,760,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,761,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,761,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,762,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,762,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,763,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,763,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,764,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,764,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,765,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,765,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,766,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,766,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,767,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,767,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,768,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,768,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,769,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,769,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,770,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,770,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,771,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,771,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,772,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,772,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,773,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,773,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,774,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,774,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,775,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,775,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,776,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,776,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,777,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,777,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,778,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,778,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,779,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,779,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,780,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,780,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,781,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,781,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,782,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,782,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,783,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,783,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,784,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,784,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,785,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,785,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,786,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,786,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,787,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,787,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,788,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,788,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,789,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,789,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,790,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,790,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,791,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,791,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,792,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,792,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,793,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,793,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,794,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,794,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,795,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,795,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,796,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,796,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,797,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,797,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,798,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,798,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,799,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,799,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,800,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,800,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,801,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,801,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,802,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,802,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,803,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,803,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,804,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,804,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,805,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,805,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,806,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,806,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,807,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,807,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,808,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,808,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,809,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,809,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,810,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,810,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,811,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,811,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,812,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,812,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,813,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,813,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,814,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,814,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,815,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,815,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,816,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,816,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,817,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,817,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,818,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,818,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,819,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,819,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,820,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,820,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,821,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,821,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,822,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,822,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,823,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,823,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,824,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,824,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,825,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,825,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,826,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,826,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,827,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,827,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,828,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,828,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,829,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,829,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,830,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,830,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,831,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,831,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,832,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,832,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,833,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,833,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,834,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,834,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,835,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,835,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,836,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,836,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,837,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,837,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,838,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,838,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,839,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,839,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,840,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,840,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,841,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,841,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,842,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,842,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,843,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,843,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,844,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,844,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,845,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,845,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,846,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,846,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,847,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,847,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,848,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,848,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,849,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,849,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,850,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,850,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,851,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,851,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,852,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,852,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,853,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,853,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,854,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,854,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,855,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,855,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,856,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,856,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,857,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,857,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,858,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,858,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,859,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,859,S7,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
alice_consistent_record_manipulation,targeted,0.0,8,860,S5,True,1.0000000000000004,1.0000000000000004,1.0,True,True,single direct noisy draw
